Release date,Last Updated,CVE Number,CVE Number (Link),CVE Title,Vector String,CWE,revision,security_updates
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26162,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26162,Microsoft ODBC Driver Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-681: Incorrect Conversion between Numeric Types,"['1.0\nMar 12, 2024\nInformation published.\n']","[('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.21871'), ('Windows Server 2012 R2', '-', '6.3.9600.21871'), ('Windows Server 2012 (Server Core installation)', '-', '6.2.9200.24768'), ('Windows Server 2012', '-', '6.2.9200.24768'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)', '-', '6.1.7601.270176.1.7601.27017'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1', '-', '6.1.7601.270176.1.7601.27017'), ('Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.225676.0.6003.22567'), ('Windows Server 2008 for x64-based Systems Service Pack 2', '-', '6.0.6003.225676.0.6003.22567'), ('Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.225676.0.6003.22567'), ('Windows Server 2008 for 32-bit Systems Service Pack 2', '-', '6.0.6003.225676.0.6003.22567'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.6796'), ('Windows Server 2016', '-', '10.0.14393.6796'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.6796'), ('Windows 10 Version 1607 for 32-bit Systems', '-', '10.0.14393.6796'), ('Windows 10 for x64-based Systems', '-', '10.0.10240.20526'), ('Windows 10 for 32-bit Systems', '-', '10.0.10240.20526'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.763'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.3296'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.3296'), ('Windows 10 Version 22H2 for 32-bit Systems', '-', '10.0.19045.4170'), ('Windows 10 Version 22H2 for ARM64-based Systems', '-', '10.0.19045.4170'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.4170'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.3296'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.3296'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.4170'), ('Windows 10 Version 21H2 for ARM64-based Systems', '-', '10.0.19044.4170'), ('Windows 10 Version 21H2 for 32-bit Systems', '-', '10.0.19044.4170'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.2836'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.2836'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.234010.0.20348.2333'), ('Windows Server 2022', '-', '10.0.20348.234010.0.20348.2333'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.5576'), ('Windows Server 2019', '-', '10.0.17763.5576'), ('Windows 10 Version 1809 for ARM64-based Systems', '-', '10.0.17763.5576'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.5576'), ('Windows 10 Version 1809 for 32-bit Systems', '-', '10.0.17763.5576')]"
"Apr 9, 2024","Apr 18, 2024",CVE-2024-28934,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-28934,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-121: Stack-based Buffer Overflow,"['1.1\nApr 18, 2024\nCorrected Cumulative Update version numbers and reference KB numbers in the FAQ: ""There are GDR and/or CU (Cumulative Update) updates offered for my version of SQL Server. How do I know which update to use?"" These are informational changes only.\n', '1.0\nApr 9, 2024\nInformation published.\n']","[('Microsoft SQL Server 2019 for x64-based Systems (CU 25)', '-', '15.0.4360.2'), ('Microsoft SQL Server 2022 for x64-based Systems (CU 12)', '-', '16.0.4120.1'), ('Microsoft ODBC Driver 18 for SQL Server on MacOS', '-', '18.3.3.1'), ('Microsoft Visual Studio 2022 version 17.8', '-', '17.8.9'), ('Microsoft Visual Studio 2022 version 17.6', '-', '17.6.14'), ('Microsoft Visual Studio 2022 version 17.9', '-', '17.9.6'), ('Microsoft Visual Studio 2022 version 17.4', '-', '17.4.18'), ('Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10)', '-', '16.11.35'), ('Microsoft ODBC Driver 18 for SQL Server on Linux', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Windows', '-', '18.3.3.1'), ('Microsoft ODBC Driver 17 for SQL Server on MacOS', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Linux', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Windows', '-', '17.10.6.1'), ('Microsoft SQL Server 2022 for x64-based Systems (GDR)', '-', '16.0.1115.1'), ('Microsoft SQL Server 2019 for x64-based Systems (GDR)', '-', '15.0.2110.4')]"
"Jun 15, 2023","Jan 9, 2024",CVE-2023-32025,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32025,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow,"['2.0\nJan 9, 2024\nIn the Security Updates table, added Microsoft Visual Studio 2019 version 16.11, Visual Studio 2022 version 17.2, Visual Studio 2022 version 17.4, Visual Studio 2022 version 17.6, and Visual Studio 2022 version 17.8 because these products are also affected by this vulnerability. Microsoft strongly recommends that customers running any of these products install the updates to be fully protected from the vulnerability. Customers whose systems are configured to receive automatic updates do not need to take any further action.\n', '1.3\nOct 11, 2023\nUpdated product information in the Software Update table. This is an informational change only.\n', '1.2\nJul 26, 2023\nUpdated links to security updates.  This is an informational change only.\n', '1.1\nJul 11, 2023\nAdded an FAQ to inform customers who have installed Microsoft SQL Server 2022 for x64-based Systems (GDR) or Microsoft SQL Server 2019 for x64-based Systems (GDR) are vulnerable. Microsoft recommends updating to the latest cumulative update to be protected from this vulnerability.\n', '1.0\nJun 15, 2023\nInformation published.\n']","[('Microsoft Visual Studio 2022 version 17.8', '-', '17.8.4'), ('Microsoft Visual Studio 2022 version 17.6', '-', '17.6.11'), ('Microsoft Visual Studio 2022 version 17.4', '-', '17.4.15'), ('Microsoft Visual Studio 2022 version 17.2', '-', '17.2.23'), ('Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10)', '-', '16.11.33'), ('Microsoft ODBC Driver 17 for SQL Server on Windows', '-', '17.10.4.1'), ('Microsoft ODBC Driver 18 for SQL Server on Linux', '-', '18.2.1.1'), ('Microsoft ODBC Driver 18 for SQL Server on Windows', '-', '18.2.2.1'), ('Microsoft ODBC Driver 17 for SQL Server on MacOS', '-', '17.10.4.1'), ('Microsoft ODBC Driver 18 for SQL Server on MacOS', '-', '18.2.1.1'), ('Microsoft ODBC Driver 17 for SQL Server on Linux', '-', '17.10.4.1')]"
"Jun 15, 2023","Jan 9, 2024",CVE-2023-32026,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32026,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow,"['2.0\nJan 9, 2024\nIn the Security Updates table, added Microsoft Visual Studio 2019 version 16.11, Visual Studio 2022 version 17.2, Visual Studio 2022 version 17.4, Visual Studio 2022 version 17.6, and Visual Studio 2022 version 17.8 because these products are also affected by this vulnerability. Microsoft strongly recommends that customers running any of these products install the updates to be fully protected from the vulnerability. Customers whose systems are configured to receive automatic updates do not need to take any further action.\n', '1.3\nOct 11, 2023\nUpdated product information in the Software Update table. This is an informational change only.\n', '1.2\nJul 26, 2023\nUpdated links to security updates.  This is an informational change only.\n', '1.1\nJul 11, 2023\nAdded an FAQ to inform customers who have installed Microsoft SQL Server 2022 for x64-based Systems (GDR) or Microsoft SQL Server 2019 for x64-based Systems (GDR) are vulnerable. Microsoft recommends updating to the latest cumulative update to be protected from this vulnerability.\n', '1.0\nJun 15, 2023\nInformation published.\n']","[('Microsoft Visual Studio 2022 version 17.8', '-', '17.8.4'), ('Microsoft Visual Studio 2022 version 17.6', '-', '17.6.11'), ('Microsoft Visual Studio 2022 version 17.4', '-', '17.4.15'), ('Microsoft Visual Studio 2022 version 17.2', '-', '17.2.23'), ('Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10)', '-', '16.11.33'), ('Microsoft ODBC Driver 17 for SQL Server on Windows', '-', '17.10.4.1'), ('Microsoft ODBC Driver 18 for SQL Server on MacOS', '-', '18.2.1.1'), ('Microsoft ODBC Driver 18 for SQL Server on Windows', '-', '18.2.2.1'), ('Microsoft ODBC Driver 18 for SQL Server on Linux', '-', '18.2.1.1'), ('Microsoft ODBC Driver 17 for SQL Server on Linux', '-', '17.10.4.1'), ('Microsoft ODBC Driver 17 for SQL Server on MacOS', '-', '17.10.4.1')]"
"Jun 15, 2023","Jan 9, 2024",CVE-2023-32027,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32027,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow,"['2.0\nJan 9, 2024\nIn the Security Updates table, added Microsoft Visual Studio 2019 version 16.11, Visual Studio 2022 version 17.2, Visual Studio 2022 version 17.4, Visual Studio 2022 version 17.6, and Visual Studio 2022 version 17.8 because these products are also affected by this vulnerability. Microsoft strongly recommends that customers running any of these products install the updates to be fully protected from the vulnerability. Customers whose systems are configured to receive automatic updates do not need to take any further action.\n', '1.3\nOct 11, 2023\nUpdated product information in the Software Update table. This is an informational change only.\n', '1.2\nJul 26, 2023\nUpdated links to security updates.  This is an informational change only.\n', '1.1\nJul 11, 2023\nAdded an FAQ to inform customers who have installed Microsoft SQL Server 2022 for x64-based Systems (GDR) or Microsoft SQL Server 2019 for x64-based Systems (GDR) are vulnerable. Microsoft recommends updating to the latest cumulative update to be protected from this vulnerability.\n', '1.0\nJun 15, 2023\nInformation published.\n']","[('Microsoft Visual Studio 2022 version 17.8', '-', '17.8.4'), ('Microsoft Visual Studio 2022 version 17.6', '-', '17.6.11'), ('Microsoft Visual Studio 2022 version 17.4', '-', '17.4.15'), ('Microsoft Visual Studio 2022 version 17.2', '-', '17.2.23'), ('Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10)', '-', '16.11.33'), ('Microsoft ODBC Driver 18 for SQL Server on Linux', '-', '18.2.1.1'), ('Microsoft ODBC Driver 17 for SQL Server on MacOS', '-', '17.10.4.1'), ('Microsoft ODBC Driver 18 for SQL Server on MacOS', '-', '18.2.1.1'), ('Microsoft ODBC Driver 18 for SQL Server on Windows', '-', '18.2.2.1'), ('Microsoft ODBC Driver 17 for SQL Server on Windows', '-', '17.10.4.1'), ('Microsoft ODBC Driver 17 for SQL Server on Linux', '-', '17.10.4.1')]"
"Apr 9, 2024","Apr 18, 2024",CVE-2024-28932,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-28932,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow,"['1.1\nApr 18, 2024\nCorrected Cumulative Update version numbers and reference KB numbers in the FAQ: ""There are GDR and/or CU (Cumulative Update) updates offered for my version of SQL Server. How do I know which update to use?"" These are informational changes only.\n', '1.0\nApr 9, 2024\nInformation published.\n']","[('Microsoft ODBC Driver 17 for SQL Server on Linux', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Windows', '-', '17.10.6.1'), ('Microsoft SQL Server 2022 for x64-based Systems (GDR)', '-', '16.0.1115.1'), ('Microsoft SQL Server 2019 for x64-based Systems (GDR)', '-', '15.0.2110.4'), ('Microsoft ODBC Driver 18 for SQL Server on Linux', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Windows', '-', '18.3.3.1'), ('Microsoft ODBC Driver 17 for SQL Server on MacOS', '-', '17.10.6.1'), ('Microsoft Visual Studio 2022 version 17.6', '-', '17.6.14'), ('Microsoft Visual Studio 2022 version 17.4', '-', '17.4.18'), ('Microsoft Visual Studio 2022 version 17.9', '-', '17.9.6'), ('Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10)', '-', '16.11.35'), ('Microsoft SQL Server 2019 for x64-based Systems (CU 25)', '-', '15.0.4360.2'), ('Microsoft ODBC Driver 18 for SQL Server on MacOS', '-', '18.3.3.1'), ('Microsoft Visual Studio 2022 version 17.8', '-', '17.8.9'), ('Microsoft SQL Server 2022 for x64-based Systems (CU 12)', '-', '16.0.4120.1')]"
"Apr 9, 2024","Apr 18, 2024",CVE-2024-28935,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-28935,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow,"['1.1\nApr 18, 2024\nCorrected Cumulative Update version numbers and reference KB numbers in the FAQ: ""There are GDR and/or CU (Cumulative Update) updates offered for my version of SQL Server. How do I know which update to use?"" These are informational changes only.\n', '1.0\nApr 9, 2024\nInformation published.\n']","[('Microsoft Visual Studio 2022 version 17.9', '-', '17.9.6'), ('Microsoft Visual Studio 2022 version 17.6', '-', '17.6.14'), ('Microsoft Visual Studio 2022 version 17.4', '-', '17.4.18'), ('Microsoft Visual Studio 2022 version 17.8', '-', '17.8.9'), ('Microsoft SQL Server 2022 for x64-based Systems (CU 12)', '-', '16.0.4120.1'), ('Microsoft SQL Server 2019 for x64-based Systems (CU 25)', '-', '15.0.4360.2'), ('Microsoft ODBC Driver 18 for SQL Server on MacOS', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Linux', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Windows', '-', '18.3.3.1'), ('Microsoft ODBC Driver 17 for SQL Server on MacOS', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Linux', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Windows', '-', '17.10.6.1'), ('Microsoft SQL Server 2022 for x64-based Systems (GDR)', '-', '16.0.1115.1'), ('Microsoft SQL Server 2019 for x64-based Systems (GDR)', '-', '15.0.2110.4'), ('Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10)', '-', '16.11.35')]"
"Apr 9, 2024","Apr 18, 2024",CVE-2024-28937,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-28937,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow,"['1.1\nApr 18, 2024\nCorrected Cumulative Update version numbers and reference KB numbers in the FAQ: ""There are GDR and/or CU (Cumulative Update) updates offered for my version of SQL Server. How do I know which update to use?"" These are informational changes only.\n', '1.0\nApr 9, 2024\nInformation published.\n']","[('Microsoft SQL Server 2022 for x64-based Systems (CU 12)', '-', '16.0.4120.1'), ('Microsoft SQL Server 2019 for x64-based Systems (CU 25)', '-', '15.0.4360.2'), ('Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10)', '-', '16.11.35'), ('Microsoft Visual Studio 2022 version 17.8', '-', '17.8.9'), ('Microsoft Visual Studio 2022 version 17.6', '-', '17.6.14'), ('Microsoft Visual Studio 2022 version 17.9', '-', '17.9.6'), ('Microsoft Visual Studio 2022 version 17.4', '-', '17.4.18'), ('Microsoft ODBC Driver 18 for SQL Server on MacOS', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Linux', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Windows', '-', '18.3.3.1'), ('Microsoft ODBC Driver 17 for SQL Server on MacOS', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Linux', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Windows', '-', '17.10.6.1'), ('Microsoft SQL Server 2022 for x64-based Systems (GDR)', '-', '16.0.1115.1'), ('Microsoft SQL Server 2019 for x64-based Systems (GDR)', '-', '15.0.2110.4')]"
"Apr 9, 2024","Apr 18, 2024",CVE-2024-28941,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-28941,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow,"['1.1\nApr 18, 2024\nCorrected Cumulative Update version numbers and reference KB numbers in the FAQ: ""There are GDR and/or CU (Cumulative Update) updates offered for my version of SQL Server. How do I know which update to use?"" These are informational changes only.\n', '1.0\nApr 9, 2024\nInformation published.\n']","[('Microsoft SQL Server 2022 for x64-based Systems (CU 12)', '-', '16.0.4120.1'), ('Microsoft SQL Server 2019 for x64-based Systems (CU 25)', '-', '15.0.4360.2'), ('Microsoft ODBC Driver 18 for SQL Server on MacOS', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Linux', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Windows', '-', '18.3.3.1'), ('Microsoft ODBC Driver 17 for SQL Server on MacOS', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Linux', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Windows', '-', '17.10.6.1'), ('Microsoft SQL Server 2022 for x64-based Systems (GDR)', '-', '16.0.1115.1'), ('Microsoft SQL Server 2019 for x64-based Systems (GDR)', '-', '15.0.2110.4')]"
"Apr 9, 2024","Apr 18, 2024",CVE-2024-28943,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-28943,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow,"['1.1\nApr 18, 2024\nCorrected Cumulative Update version numbers and reference KB numbers in the FAQ: ""There are GDR and/or CU (Cumulative Update) updates offered for my version of SQL Server. How do I know which update to use?"" These are informational changes only.\n', '1.0\nApr 9, 2024\nInformation published.\n']","[('Microsoft SQL Server 2022 for x64-based Systems (CU 12)', '-', '16.0.4120.1'), ('Microsoft SQL Server 2019 for x64-based Systems (CU 25)', '-', '15.0.4360.2'), ('Microsoft ODBC Driver 18 for SQL Server on MacOS', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Linux', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Windows', '-', '18.3.3.1'), ('Microsoft ODBC Driver 17 for SQL Server on MacOS', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Linux', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Windows', '-', '17.10.6.1'), ('Microsoft SQL Server 2022 for x64-based Systems (GDR)', '-', '16.0.1115.1'), ('Microsoft SQL Server 2019 for x64-based Systems (GDR)', '-', '15.0.2110.4')]"
"Apr 9, 2024","Apr 18, 2024",CVE-2024-28938,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-28938,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-125: Out-of-bounds Read,"['1.1\nApr 18, 2024\nCorrected Cumulative Update version numbers and reference KB numbers in the FAQ: ""There are GDR and/or CU (Cumulative Update) updates offered for my version of SQL Server. How do I know which update to use?"" These are informational changes only.\n', '1.0\nApr 9, 2024\nInformation published.\n']","[('Microsoft ODBC Driver 18 for SQL Server on MacOS', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Linux', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Windows', '-', '18.3.3.1'), ('Microsoft ODBC Driver 17 for SQL Server on MacOS', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Linux', '-', '17.10.6.1'), ('Microsoft SQL Server 2019 for x64-based Systems (CU 25)', '-', '15.0.4360.2'), ('Microsoft SQL Server 2022 for x64-based Systems (CU 12)', '-', '16.0.4120.1'), ('Microsoft ODBC Driver 17 for SQL Server on Windows', '-', '17.10.6.1'), ('Microsoft SQL Server 2022 for x64-based Systems (GDR)', '-', '16.0.1115.1'), ('Microsoft SQL Server 2019 for x64-based Systems (GDR)', '-', '15.0.2110.4'), ('Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10)', '-', '16.11.35'), ('Microsoft Visual Studio 2022 version 17.8', '-', '17.8.9'), ('Microsoft Visual Studio 2022 version 17.6', '-', '17.6.14'), ('Microsoft Visual Studio 2022 version 17.4', '-', '17.4.18'), ('Microsoft Visual Studio 2022 version 17.9', '-', '17.9.6')]"
"Apr 9, 2024","Apr 18, 2024",CVE-2024-28929,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-28929,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-190: Integer Overflow or Wraparound,"['1.1\nApr 18, 2024\nCorrected Cumulative Update version numbers and reference KB numbers in the FAQ: ""There are GDR and/or CU (Cumulative Update) updates offered for my version of SQL Server. How do I know which update to use?"" These are informational changes only.\n', '1.0\nApr 9, 2024\nInformation published.\n']","[('Microsoft ODBC Driver 18 for SQL Server on MacOS', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Linux', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Windows', '-', '18.3.3.1'), ('Microsoft ODBC Driver 17 for SQL Server on MacOS', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Linux', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Windows', '-', '17.10.6.1'), ('Microsoft SQL Server 2022 for x64-based Systems (GDR)', '-', '16.0.1115.1'), ('Microsoft Visual Studio 2022 version 17.8', '-', '17.8.9'), ('Microsoft SQL Server 2019 for x64-based Systems (GDR)', '-', '15.0.2110.4'), ('Microsoft SQL Server 2022 for x64-based Systems (CU 12)', '-', '16.0.4120.1'), ('Microsoft SQL Server 2019 for x64-based Systems (CU 25)', '-', '15.0.4360.2'), ('Microsoft Visual Studio 2022 version 17.6', '-', '17.6.14'), ('Microsoft Visual Studio 2022 version 17.4', '-', '17.4.18'), ('Microsoft Visual Studio 2022 version 17.9', '-', '17.9.6'), ('Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10)', '-', '16.11.35')]"
"Apr 9, 2024","Apr 18, 2024",CVE-2024-28931,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-28931,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-190: Integer Overflow or Wraparound,"['1.1\nApr 18, 2024\nCorrected Cumulative Update version numbers and reference KB numbers in the FAQ: ""There are GDR and/or CU (Cumulative Update) updates offered for my version of SQL Server. How do I know which update to use?"" These are informational changes only.\n', '1.0\nApr 9, 2024\nInformation published.\n']","[('Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10)', '-', '16.11.35'), ('Microsoft ODBC Driver 18 for SQL Server on MacOS', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Linux', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Windows', '-', '18.3.3.1'), ('Microsoft ODBC Driver 17 for SQL Server on MacOS', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Linux', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Windows', '-', '17.10.6.1'), ('Microsoft SQL Server 2022 for x64-based Systems (GDR)', '-', '16.0.1115.1'), ('Microsoft SQL Server 2019 for x64-based Systems (GDR)', '-', '15.0.2110.4'), ('Microsoft Visual Studio 2022 version 17.8', '-', '17.8.9'), ('Microsoft Visual Studio 2022 version 17.6', '-', '17.6.14'), ('Microsoft Visual Studio 2022 version 17.4', '-', '17.4.18'), ('Microsoft Visual Studio 2022 version 17.9', '-', '17.9.6'), ('Microsoft SQL Server 2019 for x64-based Systems (CU 25)', '-', '15.0.4360.2'), ('Microsoft SQL Server 2022 for x64-based Systems (CU 12)', '-', '16.0.4120.1')]"
"Apr 9, 2024","Apr 18, 2024",CVE-2024-28936,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-28936,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-190: Integer Overflow or Wraparound,"['1.1\nApr 18, 2024\nCorrected Cumulative Update version numbers and reference KB numbers in the FAQ: ""There are GDR and/or CU (Cumulative Update) updates offered for my version of SQL Server. How do I know which update to use?"" These are informational changes only.\n', '1.0\nApr 9, 2024\nInformation published.\n']","[('Microsoft Visual Studio 2022 version 17.4', '-', '17.4.18'), ('Microsoft Visual Studio 2022 version 17.9', '-', '17.9.6'), ('Microsoft Visual Studio 2019 version 16.11 (includes 16.0 - 16.10)', '-', '16.11.35'), ('Microsoft Visual Studio 2022 version 17.8', '-', '17.8.9'), ('Microsoft Visual Studio 2022 version 17.6', '-', '17.6.14'), ('Microsoft SQL Server 2019 for x64-based Systems (CU 25)', '-', '15.0.4360.2'), ('Microsoft ODBC Driver 18 for SQL Server on MacOS', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Linux', '-', '18.3.3.1'), ('Microsoft ODBC Driver 18 for SQL Server on Windows', '-', '18.3.3.1'), ('Microsoft ODBC Driver 17 for SQL Server on MacOS', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Linux', '-', '17.10.6.1'), ('Microsoft ODBC Driver 17 for SQL Server on Windows', '-', '17.10.6.1'), ('Microsoft SQL Server 2022 for x64-based Systems (GDR)', '-', '16.0.1115.1'), ('Microsoft SQL Server 2019 for x64-based Systems (GDR)', '-', '15.0.2110.4'), ('Microsoft SQL Server 2022 for x64-based Systems (CU 12)', '-', '16.0.4120.1')]"
